horizon,output_type_id,value,target,age_group,scenario_id,origin_date,location,output_type,model_name
9.0,69.0,14376.36,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,21.0,1179.38,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,1.0,2982.78,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,47.0,10633.19,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,89.0,10102.98,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,27.0,1079.77,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,68.0,3835.9,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,87.0,1091.83,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,6.0,1659.76,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,90.0,2424.12,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,3.0,597.91,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,66.0,3660.75,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,24.0,570.58,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,71.0,558.42,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,23.0,1027.84,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,15.0,11781.67,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,64.0,791.16,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,83.0,2021.13,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,53.0,11918.62,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,10.0,1485.97,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,99.0,1841.79,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,84.0,2688.64,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,44.0,2010.82,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,43.0,12014.57,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,52.0,9881.27,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,57.0,1069.24,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,78.0,8802.81,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,38.0,2419.62,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,16.0,2911.34,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,9.0,1022.3,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,85.0,657.3,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,26.0,12452.88,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,77.0,1420.76,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,40.0,476.84,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,13.0,1542.97,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,97.0,773.55,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,14.0,1306.02,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,98.0,537.34,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,59.0,4779.41,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,18.0,2587.2,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,76.0,1804.44,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,93.0,2773.36,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,54.0,13901.06,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,81.0,955.81,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,56.0,2333.12,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,32.0,2414.93,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,37.0,11285.02,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,17.0,877.8,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,36.0,478.89,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,80.0,14356.34,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,79.0,1900.91,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,39.0,3726.27,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,55.0,400.72,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,41.0,1754.45,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,58.0,1039.88,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,72.0,10680.02,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,96.0,889.65,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,31.0,12156.33,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,42.0,14010.09,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,94.0,1146.22,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,25.0,12955.52,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,12.0,1293.43,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,30.0,2309.98,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,88.0,12198.54,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,50.0,448.14,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,74.0,2336.37,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,75.0,1380.64,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,22.0,10463.26,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,63.0,2217.36,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,60.0,3066.66,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,100.0,10958.5,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,4.0,1924.86,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,48.0,1516.55,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
9.0,92.0,3479.37,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,35.0,2240.1,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,49.0,464.48,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,4.0,2804.58,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,48.0,2191.49,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,65.0,5773.74,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,67.0,2898.09,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,95.0,639.86,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,53.0,16565.63,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,12.0,1867.69,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,82.0,12338.78,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,25.0,17803.43,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,96.0,1278.3,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,31.0,16655.93,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,11.0,1064.12,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,70.0,17575.79,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,41.0,2542.41,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,94.0,1639.2,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,58.0,1491.83,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,72.0,14858.07,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,80.0,19689.35,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,79.0,2775.7,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,39.0,5402.68,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,55.0,541.67,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,59.0,6920.32,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,37.0,15681.7,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,17.0,1249.95,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,36.0,668.06,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,54.0,19186.58,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,40.0,664.99,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,81.0,1369.24,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,14.0,1882.88,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,56.0,3386.77,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,98.0,751.76,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,18.0,3752.82,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,76.0,2614.46,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,16.0,4218.48,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,13.0,2232.26,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,97.0,1096.71,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,93.0,4041.85,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,9.0,1465.64,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,85.0,923.55,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,26.0,17343.22,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,42.0,19180.92,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,77.0,2061.35,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,57.0,1530.59,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,38.0,3528.83,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,32.0,3498.71,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,84.0,3891.39,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,44.0,2926.64,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,43.0,16645.87,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,52.0,13761.21,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,83.0,2953.1,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,10.0,2151.85,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,99.0,2650.99,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,29.0,14866.89,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,71.0,786.18,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,23.0,1473.05,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,78.0,12251.39,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,15.0,16198.87,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,64.0,1116.23,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,90.0,3514.69,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,3.0,833.44,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,24.0,792.24,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,27.0,1556.28,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,68.0,5587.97,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,87.0,1566.43,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,6.0,2418.73,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,66.0,5294.41,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,1.0,4330.93,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,47.0,14850.71,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,89.0,14179.67,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,86.0,1754.45,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,45.0,845.73,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,7.0,18667.26,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,69.0,19779.89,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,8.0,16845.79,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,73.0,18988.4,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,33.0,5936.88,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,19.0,427.71,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,74.0,3384.9,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,34.0,19945.53,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,100.0,15200.28,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,2.0,2700.19,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,62.0,4570.06,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,75.0,2015.55,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,22.0,14558.92,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,63.0,3222.63,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,60.0,4434.22,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,30.0,3350.48,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,88.0,17044.24,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,50.0,618.4,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,21.0,1710.93,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,91.0,15915.09,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,61.0,1201.79,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,20.0,11331.76,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,28.0,2575.18,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,92.0,5054.06,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,51.0,20893.96,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,5.0,2435.76,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
10.0,46.0,1848.19,inc hosp,0-130,C-2023-08-14,2023-09-03,US,sample,PSI-M2
1.0,2.0,430.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,89.0,584.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,5.0,615.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,88.0,612.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,51.0,1071.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,96.0,901.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,40.0,395.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,92.0,544.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,28.0,1146.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,48.0,404.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,47.0,807.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,4.0,1243.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,74.0,375.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,34.0,288.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,21.0,696.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,73.0,1099.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,56.0,429.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,71.0,548.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,24.0,1218.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,64.0,533.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,14.0,739.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,80.0,425.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,16.0,1306.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,39.0,598.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,57.0,1186.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,79.0,505.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,97.0,553.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,54.0,1241.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,13.0,432.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,94.0,983.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,11.0,1193.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,91.0,821.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,12.0,391.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,82.0,738.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,55.0,392.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,42.0,643.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,63.0,689.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,70.0,394.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,65.0,438.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,27.0,647.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,72.0,631.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,19.0,696.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,60.0,132.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,35.0,914.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,20.0,622.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,67.0,295.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,30.0,576.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,87.0,718.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,31.0,1003.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,25.0,366.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,78.0,1152.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,38.0,530.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,58.0,641.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,32.0,432.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,62.0,1322.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,69.0,786.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,83.0,1283.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,43.0,759.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,23.0,395.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,77.0,246.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,17.0,501.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,98.0,702.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,37.0,1471.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,10.0,605.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,53.0,336.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,59.0,783.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,18.0,585.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,76.0,750.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,36.0,445.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,93.0,441.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,44.0,197.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,84.0,220.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,99.0,458.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,7.0,548.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,86.0,774.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,52.0,752.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,45.0,779.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,8.0,426.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,26.0,1176.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,75.0,551.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,61.0,891.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
1.0,22.0,382.0,inc hosp,0-130,D-2023-08-14,2023-09-03,US,sample,MOBS_NEU-GLEAM_FLU
